"Block"	"Column"	"Row"	"ID"	"Name"
1	7	10	e1525	21359_MM
1	7	11	e1713	50038_MM
1	7	12	e1853	610_MM
1	7	13	e2016	10067
1	7	14	e2204	10414
1	7	15	e2344	1508_8_MM
1	7	16	e2532	20551_2_cont
1	7	17	e2720	21335
1	7	18	e2908	40123_MM
1	7	19	e3048	50004
1	7	20	e3236	546_9_MM
1	7	21	e3424	887
1	7	22	e3612	100154_MM
1	7	23	e3752	100258_MM
1	7	24	e3936	200081_MM
1	8	2	e121	114
1	8	3	e309	20371
1	8	4	e497	21060
1	8	5	e637	351
1	8	6	e825	60039
1	8	7	e1013	825
1	8	8	e1201	1527_MM
1	8	9	e1341	20496_MM
1	8	10	e1529	21378_MM
1	8	11	e1717	50086_MM
1	8	12	e1905	739_MM
1	8	13	e2020	10073
1	8	14	e2208	10437
1	8	15	e2396	1651_MM
1	8	16	e2536	20553_2_MM
1	8	17	e2724	21337_1
1	8	18	e2912	40130_MM
1	8	19	e3100	50062
1	8	20	e3240	554_1_MM
1	8	21	e3428	952_2
1	8	22	e3616	100156_MM
1	8	23	e3804	200012_MM
1	8	24	e3940	200085_MM
1	9	2	e125	117_1
1	9	3	e313	20383
1	9	4	e501	21068
1	9	5	e689	40162
1	9	6	e829	60070
1	9	7	e1017	839_1
1	9	8	e1205	1566_2_MM
1	9	9	e1393	20630_MM
1	9	10	e1533	228_2_MM
1	9	11	e1721	50153_MM
1	9	12	e1909	755_MM
1	9	13	e2024	10076
1	9	14	e2212	10453
1	9	15	e2400	20006_2_cont
1	9	16	e2588	20628_2
1	9	17	e2728	21338_2_MM
1	9	18	e2916	40135_MM
1	9	19	e3104	50065
1	9	20	e3292	60265_MM
1	9	21	e3432	957_MM
1	9	22	e3620	100158_MM
1	9	23	e3808	200014_MM
1	9	24	e3944	200089_MM
1	10	2	e177	152
1	10	3	e317	20400
1	10	4	e505	21073
1	10	5	e693	40181
1	10	6	e881	60361_1
1	10	7	e1021	862
1	10	8	e1209	160_1_MM
1	10	9	e1397	20634_MM
1	10	10	e1585	30125_MM
1	10	11	e1725	517_MM
1	10	12	e1913	771_1_MM
1	10	13	e2076	10129_2
1	10	14	e2216	10481
1	10	15	e2404	20007_2_MM
1	10	16	e2592	20634_1_cont
1	10	17	e2780	284_3
1	10	18	e2920	40142_1_MM
1	10	19	e3108	50067
1	10	20	e3296	60302_MM
1	10	21	e3484	100030_MM
1	10	22	e3624	100160_MM
1	10	23	e3812	200016_MM
1	10	24	unknown (14A8)	unknown
1	11	1	unknown (15A16)	unknown
1	11	2	e181	1527,1
1	11	3	e369	20555.2_1
1	11	4	e509	21087
1	11	5	e697	40196
1	11	6	e885	60386
1	11	7	e1073	10230_1_MM
1	11	8	e1213	1633_MM
1	11	9	e1401	20653_MM
1	11	10	e1589	30194_MM
1	11	11	e1777	60084_MM
1	11	12	e1917	783.1_MM
1	11	13	e2080	10131_MM
1	11	14	e2268	1121_2_MM
1	11	15	e2408	20008_3_MM
1	11	16	e2596	20684_MM
1	11	17	e2784	291_1
1	11	18	e2972	40259_MM
1	11	19	e3112	50074
1	11	20	e3300	60352_MM
1	11	21	e3488	100032_MM
1	11	22	e3676	100212_MM
1	11	23	e3816	200018_MM
1	11	24	unknown (14E8)	unknown
1	12	2	unknown (15A16)	unknown
1	12	13	unknown (15A16)	unknown
1	12	23	unknown (15A16)	unknown
1	12	24	unknown (15A16)	unknown
1	13	2	unknown (15A16)	unknown
1	13	3	e185	1566_2
1	13	4	e373	20558_3
1	13	5	e561	236
1	13	6	e701	40207
1	13	7	e889	60395_1
1	13	8	e1077	10255_MM
1	13	9	e1265	20152_MM
1	13	10	e1405	20663_MM
1	13	11	e1593	315_MM
1	13	12	e1781	60110_MM
1	13	13	e1969	900001_AS
1	13	14	e2084	10133_MM
1	13	15	e2272	112_2_MM
1	13	16	e2460	20178_4
1	13	17	e2600	20694_2_MM
1	13	18	e2788	291_3_MM
1	13	19	e2976	40275_MM
1	13	20	e3164	50148_MM
1	13	21	e3304	60388_MM
1	13	22	e3492	100035_MM
1	13	23	e3680	100216_MM
1	13	24	unknown (15A16)	unknown
1	14	1	unknown (15A16)	unknown
1	14	2	e49	10292
1	14	3	e189	1595
1	14	4	e377	20560_3
1	14	5	e565	270
1	14	6	e753	491_3
1	14	7	e893	60406
1	14	8	e1081	1027_MM
1	14	9	e1269	20178_MM
1	14	10	e1457	20887_MM
1	14	11	e1597	315.2_MM
1	14	12	e1785	60142_MM
1	14	13	e1973	900001
1	14	14	e2088	10136_2_cont
1	14	15	e2276	114_3_cont
1	14	16	e2464	20179_3
1	14	17	e2652	20937_2
1	14	18	e2792	291_5_MM
1	14	19	e2980	40280_MM
1	14	20	e3168	50154_MM
1	14	21	e3356	665
1	14	22	e3496	100037_MM
1	14	23	e3684	100218_MM
1	14	24	e3868	200046_MM
1	15	2	e53	10304
1	15	3	e241	20112
1	15	4	e381	20562
1	15	5	e569	279_1
1	15	6	e757	50013
1	15	7	e945	695_1
1	15	8	e1085	10294_MM
1	15	9	e1273	20188_MM
1	15	10	e1461	20921_MM
1	15	11	e1649	40154_MM
1	15	12	e1789	60154_MM
1	15	13	e1977	900002_MM3
1	15	14	e2140	10251
1	15	15	e2280	1191_2
1	15	16	e2468	20194_2_MM
1	15	17	e2656	21006_MM
1	15	18	e2844	312_6_cont
1	15	19	e2984	40289_MM
1	15	20	e3172	50157_MM
1	15	21	e3360	70055
1	15	22	e3548	100082_MM
1	15	23	e3688	100220_MM
1	15	24	e3872	200048_MM
1	16	2	e57	10310
1	16	3	e245	20124
1	16	4	e433	20736
1	16	5	e573	282
1	16	6	e761	50037
1	16	7	e949	70002
1	16	8	e1137	10550_MM
1	16	9	e1277	20199_MM
1	16	10	e1465	20931_MM
1	16	11	e1653	40181_MM
1	16	12	e1841	60510_MM
1	16	13	e1981	900003_MM2
1	16	14	e2144	10260
1	16	15	e2332	1508_2
1	16	16	e2472	20222
1	16	17	e2660	21043_2_cont
1	16	18	e2848	312_8_MM
1	16	19	e3036	46007_MM
1	16	20	e3176	50162_MM
1	16	21	e3364	706_2_MM
1	16	22	e3552	100086_MM
1	16	23	e3740	100251_MM
1	16	24	e3876	200050_MM
1	17	2	e61	1033
1	17	3	e249	20151
1	17	4	e437	20741
1	17	5	e625	315.1_1
1	17	6	e765	50080
1	17	7	e953	70006
1	17	8	e1141	1065_1_MM
1	17	9	e1329	20445_MM
1	17	10	e1469	20950_MM
1	17	11	e1657	40196_MM
1	17	12	e1845	60557_MM
1	17	13	unknown (8A8)	unknown
1	17	14	e2148	10286
1	17	15	e2336	1508_4_cont
1	17	16	e2524	20513
1	17	17	e2664	21065
1	17	18	e2852	40004_MM
1	17	19	e3040	461
1	17	20	e3228	546_5_MM
1	17	21	e3368	713_MM
1	17	22	e3556	100088_MM
1	17	23	e3744	100254_MM
1	17	24	e3880	200052_MM
1	18	2	e113	1067
1	18	3	e253	20155
1	18	4	e441	20749
1	18	5	e629	319
1	18	6	e817	60007
1	18	7	e957	70020
1	18	8	e1145	11_MM
1	18	9	e1333	20464_MM
1	18	10	e1521	21334_2_MM
1	18	11	e1661	40207_MM
1	18	12	e1849	60586_MM
1	18	13	e2012	10062_2
1	18	14	e2152	10290
1	18	15	e2340	1508_6_MM
1	18	16	e2528	20538_1_MM
1	18	17	e2716	21327_2
1	18	18	e2856	40007_MM
1	18	19	e3044	464
1	18	20	e3232	546_7_MM
1	18	21	e3420	822
1	18	22	e3560	100090_MM
1	18	23	e3748	100256_MM
1	18	24	e3932	200078_MM
1	19	2	e117	1102
1	19	3	e305	20343
1	19	4	e445	20776
1	19	5	e633	341
1	19	6	e821	60016
1	19	7	e1009	820
1	19	8	e1149	112_1_MM
1	19	9	e1337	20487_MM
1	19	10	e1525	21359_MM
1	19	11	e1713	50038_MM
1	19	12	e1853	610_MM
1	19	13	e2016	10067
1	19	14	e2204	10414
1	19	15	e2344	1508_8_MM
1	19	16	e2532	20551_2_cont
1	19	17	e2720	21335
1	19	18	e2908	40123_MM
1	19	19	e3048	50004
1	19	20	e3236	546_9_MM
1	19	21	e3424	887
1	19	22	e3612	100154_MM
1	19	23	e3752	100258_MM
1	19	24	e3936	200081_MM
1	20	2	e121	114
1	20	3	e309	20371
1	20	4	e497	21060
1	20	5	e637	351
1	20	6	e825	60039
1	20	7	e1013	825
1	20	8	e1201	1527_MM
1	20	9	e1341	20496_MM
1	20	10	e1529	21378_MM
1	20	11	e1717	50086_MM
1	20	12	e1905	739_MM
1	20	13	e2020	10073
1	20	14	e2208	10437
1	20	15	e2396	1651_MM
1	20	16	e2536	20553_2_MM
1	20	17	e2724	21337_1
1	20	18	e2912	40130_MM
1	20	19	e3100	50062
1	20	20	e3240	554_1_MM
1	20	21	e3428	952_2
1	20	22	e3616	100156_MM
1	20	23	e3804	200012_MM
1	20	24	e3940	200085_MM
1	21	2	e125	117_1
1	21	3	e313	20383
1	21	4	e501	21068
1	21	5	e689	40162
1	21	6	e829	60070
1	21	7	e1017	839_1
1	21	8	e1205	1566_2_MM
1	21	9	e1393	20630_MM
1	21	10	e1533	228_2_MM
1	21	11	e1721	50153_MM
1	21	12	e1909	755_MM
1	21	13	e2024	10076
1	21	14	e2212	10453
1	21	15	e2400	20006_2_cont
1	21	16	e2588	20628_2
1	21	17	e2728	21338_2_MM
1	21	18	e2916	40135_MM
1	21	19	e3104	50065
1	21	20	e3292	60265_MM
1	21	21	e3432	957_MM
1	21	22	e3620	100158_MM
1	21	23	e3808	200014_MM
1	21	24	e3944	200089_MM
1	22	2	e177	152
1	22	3	e317	20400
1	22	4	e505	21073
1	22	5	e693	40181
1	22	6	e881	60361_1
1	22	7	e1021	862
1	22	8	e1209	160_1_MM
1	22	9	e1397	20634_MM
1	22	10	e1585	30125_MM
1	22	11	e1725	517_MM
1	22	12	e1913	771_1_MM
1	22	13	e2076	10129_2
1	22	14	e2216	10481
1	22	15	e2404	20007_2_MM
1	22	16	e2592	20634_1_cont
1	22	17	e2780	284_3
1	22	18	e2920	40142_1_MM
1	22	19	e3108	50067
1	22	20	e3296	60302_MM
1	22	21	e3484	100030_MM
1	22	22	e3624	100160_MM
1	22	23	e3812	200016_MM
1	22	24	unknown (14A8)	unknown
1	23	1	unknown (15A16)	unknown
1	23	2	e181	1527,1
1	23	3	e369	20555.2_1
1	23	4	e509	21087
1	23	5	e697	40196
1	23	6	e885	60386
1	23	7	e1073	10230_1_MM
1	23	8	e1213	1633_MM
1	23	9	e1401	20653_MM
1	23	10	e1589	30194_MM
1	23	11	e1777	60084_MM
1	23	12	e1917	783.1_MM
1	23	13	e2080	10131_MM
1	23	14	e2268	1121_2_MM
1	23	15	e2408	20008_3_MM
1	23	16	e2596	20684_MM
1	23	17	e2784	291_1
1	23	18	e2972	40259_MM
1	23	19	e3112	50074
1	23	20	e3300	60352_MM
1	23	21	e3488	100032_MM
1	23	22	e3676	100212_MM
1	23	23	e3816	200018_MM
1	23	24	unknown (14E8)	unknown
1	24	2	unknown (15A16)	unknown
1	24	13	unknown (15A16)	unknown
1	24	24	unknown (15A16)	unknown
2	1	2	unknown (15B16)	unknown
2	1	3	e186	159
2	1	4	e374	20560
2	1	5	e562	237
2	1	6	e702	40209
2	1	7	e890	604
2	1	8	e1078	10261_MM
2	1	9	e1266	20155_MM
2	1	10	e1406	20667_MM
2	1	11	e1594	315.1_MM
2	1	12	e1782	60113_MM
2	1	13	e1970	900001_MM1
2	1	14	e2085	10135
2	1	15	e2273	11_2_cont
2	1	16	e2461	20178_4_MM
2	1	17	e2601	20696
2	1	18	e2789	291_4
2	1	19	e2977	40279
2	1	20	e3165	50150
2	1	21	e3305	60399
2	1	22	e3493	100036
2	1	23	e3681	100217
2	1	24	unknown (15B16)	unknown
2	2	1	unknown (15B16)	unknown
2	2	2	e50	10294
2	2	3	e190	160
2	2	4	e378	20561
2	2	5	e566	270,1
2	2	6	e754	50001
2	2	7	e894	60422
2	2	8	e1082	1027_2_MM
2	2	9	e1270	20178_1_MM
2	2	10	e1458	20901_MM
2	2	11	e1598	315_3_MM
2	2	12	e1786	60144_MM
2	2	13	e1974	900002_AS
2	2	14	e2089	10136_MM
2	2	15	e2277	1190
2	2	16	e2465	20179_3_MM
2	2	17	e2653	20937_2_MM
2	2	18	e2793	291_6
2	2	19	e2981	40281
2	2	20	e3169	50156
2	2	21	e3357	665_MM
2	2	22	e3497	100039
2	2	23	e3685	100219
2	2	24	e3869	200047
2	3	2	e54	10304_1
2	3	3	e242	20114
2	3	4	e382	20562_1
2	3	5	e570	280_1
2	3	6	e758	50019
2	3	7	e946	696
2	3	8	e1086	10296_MM
2	3	9	e1274	20192_1_MM
2	3	10	e1462	20923_MM
2	3	11	e1650	40163_MM
2	3	12	e1790	60183_MM
2	3	13	e1978	900002
2	3	14	e2141	10251_MM
2	3	15	e2281	1191_2_MM
2	3	16	e2469	20194_MM
2	3	17	e2657	21042
2	3	18	e2845	312_7
2	3	19	e2985	40291
2	3	20	e3173	50159
2	3	21	e3361	70055_MM
2	3	22	e3549	100085
2	3	23	e3689	100222
2	3	24	e3873	200049
2	4	2	e58	10311
2	4	3	e246	20136
2	4	4	e434	20738
2	4	5	e574	282,1
2	4	6	e762	50038
2	4	7	e950	70003
2	4	8	e1138	106_MM
2	4	9	e1278	20206_MM
2	4	10	e1466	20934_MM
2	4	11	e1654	40181_1_MM
2	4	12	e1842	60524_MM
2	4	13	e1982	900003_MM3
2	4	14	e2145	10260_MM
2	4	15	e2333	1508_2_MM
2	4	16	e2473	20222_2
2	4	17	e2661	21043_MM
2	4	18	e2849	40000
2	4	19	e3037	46009
2	4	20	e3177	50168
2	4	21	e3365	706_3
2	4	22	e3553	100087
2	4	23	e3741	100253
2	4	24	e3877	200051
2	5	2	e62	10335
2	5	3	e250	20151_1
2	5	4	e438	20742
2	5	5	e626	315_2
2	5	6	e766	50086
2	5	7	e954	70007
2	5	8	e1142	1066_MM
2	5	9	e1330	20455_MM
2	5	10	e1470	20953_MM
2	5	11	e1658	40197_MM
2	5	12	e1846	60558_MM
2	5	13	unknown (8B8)	unknown
2	5	14	e2149	10286_MM
2	5	15	e2337	1508_5
2	5	16	e2525	20513_MM
2	5	17	e2665	21065_MM
2	5	18	e2853	40006
2	5	19	e3041	461_MM
2	5	20	e3229	546_6
2	5	21	e3369	717
2	5	22	e3557	100089
2	5	23	e3745	100255
2	5	24	e3881	200053
2	6	2	e114	1067_1
2	6	3	e254	20169
2	6	4	e442	20749,1
2	6	5	e630	319,1
2	6	6	e818	60009
2	6	7	e958	70028
2	6	8	e1146	1102_MM
2	6	9	e1334	20472_MM
2	6	10	e1522	21336_MM
2	6	11	e1662	40209_MM
2	6	12	e1850	606_MM
2	6	13	e2013	10062_2_MM
2	6	14	e2153	10290_MM
2	6	15	e2341	1508_7
2	6	16	e2529	20538_2_cont
2	6	17	e2717	21327_2_MM
2	6	18	e2857	40008
2	6	19	e3045	464_MM
2	6	20	e3233	546_8
2	6	21	e3421	822_MM
2	6	22	e3561	100091
2	6	23	e3749	100257
2	6	24	e3933	200080
2	7	2	e118	111
2	7	3	e306	20343_1
2	7	4	e446	20776_1
2	7	5	e634	341_2
2	7	6	e822	60021
2	7	7	e1010	821
2	7	8	e1150	114_MM
2	7	9	e1338	20491_MM
2	7	10	e1526	21364_MM
2	7	11	e1714	50058_MM
2	7	12	e1854	611_MM
2	7	13	e2017	10067_MM
2	7	14	e2205	10414_MM
2	7	15	e2345	151_1
2	7	16	e2533	20552
2	7	17	e2721	21335_2
2	7	18	e2909	40128
2	7	19	e3049	50004_MM
2	7	20	e3237	548
2	7	21	e3425	887_MM
2	7	22	e3613	100155
2	7	23	e3753	100259
2	7	24	e3937	200084
2	8	2	e122	1163
2	8	3	e310	20376
2	8	4	e498	21060_1
2	8	5	e638	355
2	8	6	e826	60044
2	8	7	e1014	830
2	8	8	e1202	1527.1_MM
2	8	9	e1342	20498_1_MM
2	8	10	e1530	21382_MM
2	8	11	e1718	50098_MM
2	8	12	e1906	740_MM
2	8	13	e2021	10073_MM
2	8	14	e2209	10437_MM
2	8	15	e2397	178_2_cont
2	8	16	e2537	20553_3
2	8	17	e2725	21337_1_MM
2	8	18	e2913	40131
2	8	19	e3101	50062_MM
2	8	20	e3241	554_2_cont
2	8	21	e3429	952_2_cont
2	8	22	e3617	100157
2	8	23	e3805	200013
2	8	24	e3941	200088
2	9	2	e126	1174_2
2	9	3	e314	20390
2	9	4	e502	21069_1
2	9	5	e690	40163
2	9	6	e830	60077
2	9	7	e1018	844
2	9	8	e1206	159_1_MM
2	9	9	e1394	20631_MM
2	9	10	e1534	228_3_MM
2	9	11	e1722	50161_MM
2	9	12	e1910	755_1_MM
2	9	13	e2025	10076_MM
2	9	14	e2213	10453_MM
2	9	15	e2401	20006_3
2	9	16	e2589	20628_2_MM
2	9	17	e2729	21338_3
2	9	18	e2917	40140
2	9	19	e3105	50065_MM
2	9	20	e3293	60297
2	9	21	e3433	99
2	9	22	e3621	100159
2	9	23	e3809	200015
2	9	24	e3945	200091
2	10	2	e178	15_2
2	10	3	e318	20413
2	10	4	e506	21073_1
2	10	5	e694	40181_1
2	10	6	e882	60363
2	10	7	e1022	88
2	10	8	e1210	1602_MM
2	10	9	e1398	20635_MM
2	10	10	e1586	30147_MM
2	10	11	e1726	520_MM
2	10	12	e1914	772_MM
2	10	13	e2077	10129_2_MM
2	10	14	e2217	10481_MM
2	10	15	e2405	20008_2
2	10	16	e2593	20634_2
2	10	17	e2781	284_3_MM
2	10	18	e2921	40142_2_cont
2	10	19	e3109	50067_MM
2	10	20	e3297	60306
2	10	21	e3485	100031
2	10	22	e3625	100162
2	10	23	e3813	200017
2	10	24	unknown (14B8)	unknown
2	11	1	unknown (15B16)	unknown
2	11	2	e182	15_3
2	11	3	e370	20558
2	11	4	e510	21097
2	11	5	e698	40197
2	11	6	e886	60393
2	11	7	e1074	1023_1_MM
2	11	8	e1214	164_MM
2	11	9	e1402	20660_MM
2	11	10	e1590	308_MM
2	11	11	e1778	60092_MM
2	11	12	e1918	785_MM
2	11	13	e2081	10132
2	11	14	e2269	1121_3
2	11	15	e2409	20009_1
2	11	16	e2597	20686
2	11	17	e2785	291_1_MM
2	11	18	e2973	40268
2	11	19	e3113	50074_MM
2	11	20	e3301	60374
2	11	21	e3489	100033
2	11	22	e3677	100215
2	11	23	e3817	200019
2	11	24	unknown (14F8)	unknown
2	12	2	unknown (15B16)	unknown
2	12	13	unknown (15B16)	unknown
2	12	23	unknown (15B16)	unknown
2	12	24	unknown (15B16)	unknown
2	13	2	unknown (15B16)	unknown
2	13	3	e186	159
2	13	4	e374	20560
2	13	5	e562	237
2	13	6	e702	40209
2	13	7	e890	604
2	13	8	e1078	10261_MM
2	13	9	e1266	20155_MM
2	13	10	e1406	20667_MM
2	13	11	e1594	315.1_MM
2	13	12	e1782	60113_MM
2	13	13	e1970	900001_MM1
2	13	14	e2085	10135
2	13	15	e2273	11_2_cont
2	13	16	e2461	20178_4_MM
2	13	17	e2601	20696
2	13	18	e2789	291_4
2	13	19	e2977	40279
2	13	20	e3165	50150
2	13	21	e3305	60399
2	13	22	e3493	100036
2	13	23	e3681	100217
2	13	24	unknown (15B16)	unknown
2	14	1	unknown (15B16)	unknown
2	14	2	e50	10294
2	14	3	e190	160
2	14	4	e378	20561
2	14	5	e566	270,1
2	14	6	e754	50001
2	14	7	e894	60422
2	14	8	e1082	1027_2_MM
2	14	9	e1270	20178_1_MM
2	14	10	e1458	20901_MM
2	14	11	e1598	315_3_MM
2	14	12	e1786	60144_MM
2	14	13	e1974	900002_AS
2	14	14	e2089	10136_MM
2	14	15	e2277	1190
2	14	16	e2465	20179_3_MM
2	14	17	e2653	20937_2_MM
2	14	18	e2793	291_6
2	14	19	e2981	40281
2	14	20	e3169	50156
2	14	21	e3357	665_MM
2	14	22	e3497	100039
2	14	23	e3685	100219
2	14	24	e3869	200047
2	15	2	e54	10304_1
2	15	3	e242	20114
2	15	4	e382	20562_1
2	15	5	e570	280_1
2	15	6	e758	50019
2	15	7	e946	696
2	15	8	e1086	10296_MM
2	15	9	e1274	20192_1_MM
2	15	10	e1462	20923_MM
2	15	11	e1650	40163_MM
2	15	12	e1790	60183_MM
2	15	13	e1978	900002
2	15	14	e2141	10251_MM
2	15	15	e2281	1191_2_MM
2	15	16	e2469	20194_MM
2	15	17	e2657	21042
2	15	18	e2845	312_7
2	15	19	e2985	40291
2	15	20	e3173	50159
2	15	21	e3361	70055_MM
2	15	22	e3549	100085
2	15	23	e3689	100222
2	15	24	e3873	200049
2	16	2	e58	10311
2	16	3	e246	20136
2	16	4	e434	20738
2	16	5	e574	282,1
2	16	6	e762	50038
2	16	7	e950	70003
2	16	8	e1138	106_MM
2	16	9	e1278	20206_MM
2	16	10	e1466	20934_MM
2	16	11	e1654	40181_1_MM
2	16	12	e1842	60524_MM
2	16	13	e1982	900003_MM3
2	16	14	e2145	10260_MM
2	16	15	e2333	1508_2_MM
2	16	16	e2473	20222_2
2	16	17	e2661	21043_MM
2	16	18	e2849	40000
2	16	19	e3037	46009
2	16	20	e3177	50168
2	16	21	e3365	706_3
2	16	22	e3553	100087
2	16	23	e3741	100253
2	16	24	e3877	200051
2	17	2	e62	10335
2	17	3	e250	20151_1
2	17	4	e438	20742
2	17	5	e626	315_2
2	17	6	e766	50086
2	17	7	e954	70007
2	17	8	e1142	1066_MM
2	17	9	e1330	20455_MM
2	17	10	e1470	20953_MM
2	17	11	e1658	40197_MM
2	17	12	e1846	60558_MM
2	17	13	unknown (8B8)	unknown
2	17	14	e2149	10286_MM
2	17	15	e2337	1508_5
2	17	16	e2525	20513_MM
2	17	17	e2665	21065_MM
2	17	18	e2853	40006
2	17	19	e3041	461_MM
2	17	20	e3229	546_6
2	17	21	e3369	717
2	17	22	e3557	100089
2	17	23	e3745	100255
2	17	24	e3881	200053
2	18	2	e114	1067_1
2	18	3	e254	20169
2	18	4	e442	20749,1
2	18	5	e630	319,1
2	18	6	e818	60009
2	18	7	e958	70028
2	18	8	e1146	1102_MM
2	18	9	e1334	20472_MM
2	18	10	e1522	21336_MM
2	18	11	e1662	40209_MM
2	18	12	e1850	606_MM
2	18	13	e2013	10062_2_MM
2	18	14	e2153	10290_MM
2	18	15	e2341	1508_7
2	18	16	e2529	20538_2_cont
2	18	17	e2717	21327_2_MM
2	18	18	e2857	40008
2	18	19	e3045	464_MM
2	18	20	e3233	546_8
2	18	21	e3421	822_MM
2	18	22	e3561	100091
2	18	23	e3749	100257
2	18	24	e3933	200080
2	19	2	e118	111
2	19	3	e306	20343_1
2	19	4	e446	20776_1
2	19	5	e634	341_2
2	19	6	e822	60021
2	19	7	e1010	821
2	19	8	e1150	114_MM
2	19	9	e1338	20491_MM
2	19	10	e1526	21364_MM
2	19	11	e1714	50058_MM
2	19	12	e1854	611_MM
2	19	13	e2017	10067_MM
2	19	14	e2205	10414_MM
2	19	15	e2345	151_1
2	19	16	e2533	20552
2	19	17	e2721	21335_2
2	19	18	e2909	40128
2	19	19	e3049	50004_MM
2	19	20	e3237	548
2	19	21	e3425	887_MM
2	19	22	e3613	100155
2	19	23	e3753	100259
2	19	24	e3937	200084
2	20	2	e122	1163
2	20	3	e310	20376
2	20	4	e498	21060_1
2	20	5	e638	355
2	20	6	e826	60044
2	20	7	e1014	830
2	20	8	e1202	1527.1_MM
